dphdmn	0.506	0.717	0.92	0.986	12.782	68.374	1.328	2.39	2.85	3.328	3.46	36.229	178.297	3.121	4.642	6.448	7.472	8.421	9.734	10.974	13.923	15.042	24.473	20.466	27.8	54.573	34.344	41.092	55.277	67.757	250484	Aleph
Fred	3.416	5.728	N	N	N	N	5.873	9.96	12.188	16.011	N	N	N	15.146	27.389	32.46	N	N	N	N	N	N	N	N	N	N	N	N	N	N	21	Bronze
Jacob96	4.106	4.925	N	N	61.792	N	6.954	12.851	N	N	N	160.104	N	20.428	28.884	N	N	N	N	93.141	N	N	N	155.254	N	N	257.637	N	N	565.2	20	Bronze
105iqengineer	N	N	N	N	N	N	3.972	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	Bronze
darkanturian	3.65	4.804	6.139	6.495	80.999	N	10.238	14.196	15.253	17.019	N	N	N	85.238	31.524	38.177	42.213	N	N	78.877	108.287	N	N	153.554	N	N	212.679	N	N	829.25	20	Bronze
kevincoulter	4.693	6.518	N	N	N	N	8.903	15.381	15.101	18.222	18.827	N	N	24.35	33.615	43.036	45.428	N	55.887	85.135	N	N	N	165.638	N	N	N	N	N	N	18	Bronze
mrslither	4.585	6.095	N	N	N	N	9.483	16.154	17.628	N	N	648.524	N	N	28.972	35.621	39.808	N	65.444	66.311	N	N	149.27	168.378	N	N	257.235	N	N	N	18	Bronze
Quentin	4.091	4.407	N	N	N	N	10.414	12.139	14.261	N	N	N	N	19.948	34.451	N	N	N	N	82.214	107.241	N	N	145.108	N	N	251.707	N	554.143	401.882	18	Bronze
Shane724	3.586	3.878	4.761	4.946	N	N	10.0	14.572	16.855	19.005	19.454	N	N	N	33.855	40.116	43.101	N	N	N	N	N	N	N	N	N	N	N	N	801.276	18	Bronze
VaporboyTSV	3.128	3.756	4.781	N	N	N	8.555	12.972	14.891	N	N	N	N	35.349	29.73	N	N	N	75.722	87.278	N	N	N	136.279	N	N	N	N	N	N	18	Bronze
TehSeven	5.17	6.025	7.835	N	N	N	6.84	11.06	12.312	14.886	N	N	N	N	32.494	34.929	N	N	N	N	N	N	N	N	N	N	N	N	N	N	17	Bronze
Brendan	5.003	6.364	N	N	N	N	11.262	13.746	15.857	18.2	N	N	N	N	48.951	N	N	N	N	80.238	89.841	N	N	142.728	N	N	192.842	N	339.621	386.143	16	Bronze
poop	4.921	5.434	6.438	N	N	N	9.318	12.985	14.66	16.27	16.598	N	N	28.079	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	16	Bronze
Nagoltooth	3.023	3.855	N	N	N	N	8.403	12.801	14.441	15.714	N	N	N	N	34.011	51.609	N	N	N	118.087	N	N	N	237.086	N	N	N	N	N	N	16	Bronze
brian724080	2.86	3.776	N	N	N	N	6.061	9.771	12.034	13.723	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	16	Bronze
alyukovnet	N	N	N	N	N	N	9.621	16.389	N	N	N	N	N	50.512	28.37	N	N	N	53.543	59.224	N	N	N	111.74	N	N	N	N	276.934	N	15	Bronze
MBmasher	N	N	N	N	N	N	7.215	9.686	10.347	13.968	N	N	N	N	23.446	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	15	Bronze
Azerlce	N	N	N	N	N	N	6.183	9.07	11.132	12.469	12.709	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	15	Bronze
Telian	N	N	N	N	N	N	5.663	10.061	10.778	13.104	N	N	N	19.59	41.294	N	N	N	78.865	N	N	N	N	N	N	N	N	N	N	N	15	Bronze
Yass0012	3.149	4.101	5.54	5.81	N	N	8.742	13.199	14.514	16.643	16.931	N	N	N	45.689	66.11	N	N	N	N	N	N	N	N	N	N	N	N	N	N	15	Bronze
ZMangames	6.436	N	N	N	N	N	6.092	16.613	13.715	16.569	19.406	N	N	N	36.081	N	N	N	N	95.334	N	N	N	N	N	N	N	N	N	506.11	14	Bronze
nashsauter1	4.983	7.407	N	N	N	N	11.879	14.607	16.186	18.06	N	302.503	N	50.639	32.152	N	N	N	70.888	92.121	N	N	174.777	272.312	N	N	312.783	N	N	410.774	14	Bronze
number25	3.529	3.867	N	N	N	N	7.975	10.993	11.575	12.463	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	14	Bronze
whomstdvent	2.818	3.683	4.579	4.795	N	N	12.987	16.992	20.05	N	N	N	N	24.754	42.502	49.632	N	N	N	131.551	N	N	N	N	N	N	N	N	N	N	14	Bronze
movingbox	N	N	N	N	N	N	9.63	14.878	15.815	17.883	18.951	210.614	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	429.245	13	Bronze
TrueCuber	N	N	N	N	N	N	9.352	12.775	14.507	16.374	17.035	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	13	Bronze
tx789	4.049	4.76	6.431	N	N	N	10.339	16.38	18.199	19.367	N	N	N	27.199	41.368	N	N	N	N	88.241	N	N	N	160.076	N	334.163	N	N	N	568.246	13	Bronze
CoenRox36	2.817	3.685	4.697	4.861	N	N	9.912	17.272	19.699	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	13	Bronze
chronondecay	3.547	4.03	N	N	54.741	N	11.347	13.977	16.17	N	N	N	N	N	N	N	N	N	N	67.449	82.484	N	N	N	N	N	N	N	N	N	12	Bronze
xsrvmy	3.355	N	N	N	N	N	7.923	9.88	12.727	N	N	N	N	N	24.391	N	N	N	N	N	N	N	N	N	N	N	205.379	N	N	N	12	Bronze
gyroninja	7.151	N	N	N	N	N	8.635	14.608	15.126	17.162	17.552	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	292.242	N	449.739	N	11	Bronze
G2013	5.355	5.63	8.131	N	89.382	N	11.498	17.793	19.056	20.366	N	322.376	N	22.633	45.249	48.801	51.747	N	70.406	87.577	N	N	N	268.855	N	N	N	N	N	N	11	Bronze
RedstoneTim	4.487	5.765	N	N	N	N	11.543	14.504	16.268	N	N	N	N	24.308	37.583	45.722	N	N	N	81.503	115.023	N	N	166.392	N	N	822.307	N	403.701	N	11	Bronze
Alex	2.7	3.821	4.844	5.481	N	N	15.228	19.929	23.533	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1005.619	11	Bronze
YeeLong	N	N	N	N	N	N	12.086	14.671	16.713	N	N	N	N	N	36.057	41.488	43.353	N	N	76.385	86.484	N	N	N	N	N	N	N	N	412.706	10	Beginner
xyzzy	N	N	N	N	N	N	9.256	13.799	15.284	16.657	17.109	N	1052.853	29.934	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	10	Beginner
PoiPlexed	3.95	5.399	N	N	N	N	9.219	14.915	16.821	18.252	20.063	N	N	N	N	N	N	N	N	187.752	N	N	N	N	N	N	N	N	N	556.063	10	Beginner
lillod	10.364	N	N	N	N	N	10.76	14.993	16.554	17.807	18.32	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	9	Beginner
diudiuhamburger	N	N	N	N	N	N	7.361	11.204	12.189	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	9	Beginner
billzo	3.917	4.735	5.757	6.463	N	N	15.246	19.845	21.293	N	N	N	N	N	40.461	48.02	52.734	N	N	114.949	N	N	N	N	N	N	N	N	N	N	9	Beginner
MaximTep	3.529	4.4	6.482	N	N	N	11.379	16.938	18.916	20.465	21.425	N	N	29.666	50.433	57.006	N	N	N	N	N	N	N	N	N	N	N	N	N	1265.227	9	Beginner
AngryMob	5.48	6.239	7.283	7.913	N	N	13.282	16.831	19.109	22.053	22.705	N	N	N	40.603	N	N	N	N	N	N	N	N	242.18	N	N	N	N	N	N	8	Beginner
MrCamoga	3.638	4.52	5.74	6.054	N	N	9.255	15.927	17.59	20.964	N	N	N	49.366	62.041	N	N	N	N	114.988	N	N	N	N	N	N	N	N	855.965	N	8	Beginner
cubersland	3.512	4.649	5.442	5.68	N	N	13.163	15.58	17.837	19.785	20.597	N	N	N	147.158	N	N	N	N	146.896	N	N	N	413.043	N	N	368.924	N	N	N	8	Beginner
ThatDude	10.881	N	N	N	N	N	10.115	14.662	16.706	18.49	26.633	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	7	Beginner
JustCubering	9.903	13.524	N	N	N	N	16.099	15.015	16.066	19.048	N	N	N	23.198	41.672	46.05	N	N	82.683	N	N	N	N	N	N	N	N	N	N	1557.689	7	Beginner
Smith	N	N	N	N	N	N	9.734	12.861	14.665	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	7	Beginner
Perzyk	N	N	N	N	N	N	4.411	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	7	Beginner
IamBBBYC	4.135	5.243	N	N	N	N	11.943	18.42	20.589	N	N	N	N	N	46.711	59.374	N	N	N	122.82	N	N	N	N	N	N	N	N	N	N	6	Beginner
rafarirou	N	N	N	N	N	N	11.686	13.977	16.397	19.815	20.697	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	5	Beginner
yoshinator879	N	N	N	N	N	N	11.166	17.599	18.462	23.938	24.695	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	5	Beginner
Nico	N	N	N	N	N	N	11.039	16.348	18.475	N	N	N	N	N	43.27	N	N	N	N	N	N	N	N	N	N	N	254.956	N	N	460.598	5	Beginner
pio96	N	N	N	N	N	N	10.122	15.561	17.548	19.487	19.692	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	5	Beginner
papasmurf	N	N	N	N	N	N	10.112	16.157	16.965	19.973	20.698	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	843.095	5	Beginner
CelerySolves	5.696	N	N	N	N	N	9.223	14.15	N	N	N	N	N	N	33.153	N	N	N	N	95.626	N	N	N	145.605	N	N	N	N	N	936.528	5	Beginner
HawaiiLife745	5.238	6.551	N	N	N	N	11.214	15.924	19.234	22.748	22.972	N	N	100.519	135.992	N	N	N	N	246.584	N	N	N	434.832	N	888.64	375.772	N	N	N	5	Beginner
Archeaic	4.812	7.484	N	N	N	N	10.007	15.286	25.95	N	N	N	N	N	31.708	45.959	N	N	N	102.353	113.658	N	N	N	N	N	N	N	N	N	5	Beginner
PepperShrekt	4.228	5.666	6.952	N	N	N	16.381	19.943	22.677	N	N	N	N	N	57.943	N	N	N	N	250.586	N	N	N	N	N	N	566.385	N	N	N	5	Beginner
alka	3.901	4.346	5.82	N	N	N	13.69	16.627	21.133	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	5	Beginner
KILLKID	N	N	N	N	N	N	19.112	21.652	49.501	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	187.623	320.395	N	N	4	Beginner
Danch	N	N	N	N	N	N	13.237	17.062	18.836	21.468	22.554	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	4	Beginner
nuteashivan	N	N	N	N	N	N	10.456	19.795	21.167	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	293.218	N	N	N	4	Beginner
super3745	7.007	8.207	N	N	N	N	11.783	19.782	22.108	23.525	N	N	N	N	76.675	82.05	N	N	N	N	N	N	N	N	N	N	N	N	N	711.184	4	Beginner
eudesmarques	6.794	7.501	9.166	N	N	N	10.687	18.139	18.881	20.777	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	4	Beginner
BenThePerson1	6.657	8.197	N	N	N	N	14.463	19.889	22.192	24.156	N	N	N	N	49.263	53.231	N	N	N	113.487	N	N	N	197.261	N	N	539.217	N	N	N	4	Beginner
kleb	6.167	N	N	N	N	N	9.905	16.392	19.279	21.766	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	4	Beginner
NikWillOrStuff	5.975	N	N	N	N	N	13.918	16.527	18.208	21.034	N	N	N	N	87.191	N	N	N	N	N	N	N	N	N	N	N	228.956	N	N	N	4	Beginner
ChickenWeinerz	5.948	6.744	12.944	N	N	N	14.699	17.282	19.401	N	N	N	N	37.815	45.056	N	N	N	N	104.344	N	N	N	140.488	N	348.408	N	N	N	N	4	Beginner
VERSCUP	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	148.735	N	N	N	3	Beginner
Orthuss	N	N	N	N	114.057	N	17.265	21.045	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	188.426	N	N	N	N	N	406.484	3	Beginner
Fragile	N	N	N	N	N	N	15.723	18.823	19.847	N	N	N	N	N	37.846	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	Beginner
jl586	N	N	N	N	N	N	N	N	N	N	13.731	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	Beginner
VanillaGawr	N	N	N	N	N	N	12.124	17.946	21.532	23.922	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2152.923	3	Beginner
Sulfur	N	N	N	N	N	N	9.914	17.288	19.109	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	Beginner
pekitoluiz	8.905	10.54	N	N	N	N	11.09	19.687	21.14	N	N	N	N	N	50.054	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	Beginner
Pixaler	8.823	N	N	N	N	N	13.255	16.551	18.226	25.344	N	N	1867.579	N	50.078	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	Beginner
slidyboi	5.489	8.201	N	N	N	N	11.575	19.063	21.576	33.583	N	N	N	N	60.551	69.28	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	Beginner
bigdawg222	4.378	5.499	6.243	6.578	N	N	13.717	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	199.733	N	N	N	N	N	N	3	Beginner
RKolb	3.97	5.661	7.58	N	N	N	17.729	N	N	N	N	N	N	N	89.609	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	Beginner
Tryhrdsnphrd	N	N	N	N	N	N	17.101	19.874	24.628	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	608.503	2	Beginner
jfunx	N	N	N	N	N	N	15.722	20.298	22.107	26.404	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	Beginner
Shadowslice	N	N	N	N	N	N	15.432	23.127	24.355	26.602	28.143	N	N	N	86.175	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	Beginner
Robo	N	N	N	N	N	N	14.542	19.406	21.532	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	Beginner
CONDUCTOR77747	14.517	20.386	23.9	29.835	N	N	18.29	23.363	24.32	26.254	27.03	N	N	N	192.24	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	Beginner
loliSmacker	N	N	N	N	N	N	12.935	18.547	19.946	44.674	N	N	N	N	N	N	N	N	N	111.666	N	N	N	200.147	N	N	N	N	N	N	2	Beginner
EpicGamer	N	N	N	N	N	N	11.898	N	N	N	N	N	N	N	94.331	N	N	N	N	71.998	N	N	N	N	N	N	N	N	N	1028.789	2	Beginner
Hyperreal	N	N	N	N	N	N	9.501	16.02	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	Beginner
TeFaruruuu	N	N	N	N	N	N	7.935	15.417	26.401	N	N	N	N	40.312	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	Beginner
boomerangbro12	7.465	8.144	N	N	N	N	12.892	17.218	18.983	N	N	N	N	38.412	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	Beginner
Xxdfg	N	N	N	5.584	N	N	N	N	N	N	24.028	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	595.332	N	2	Beginner
Gavin	5.472	8.977	N	N	N	N	14.8	19.575	20.946	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	999.861	2	Beginner
wolnejapko	5.35	6.181	7.573	N	N	N	31.041	40.762	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	Beginner
ParadoxWatermelon	N	N	N	N	N	N	23.357	N	N	N	N	N	N	23.899	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1	Unranked
Archlonz	N	N	N	N	N	N	15.007	N	N	N	N	291.865	N	N	N	N	N	N	N	167.687	N	N	N	N	N	N	362.294	N	N	N	1	Unranked
goBoxingRing2	N	N	N	N	N	N	12.904	15.497	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1	Unranked
jyy0616	N	N	N	N	N	N	12.719	19.227	24.262	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1	Unranked
v0st0k	N	N	N	N	N	N	10.305	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1	Unranked
Jami	7.579	N	N	N	N	N	15.634	20.867	22.799	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1	Unranked
TipsterTrickster	6.029	7.187	N	N	N	N	14.832	20.602	22.163	31.331	N	N	N	N	78.644	85.902	N	N	155.92	100.137	N	N	N	336.746	N	N	538.632	N	836.006	N	1	Unranked
AJmonster109	N	N	N	N	N	N	131.802	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
dfxmz	N	N	N	N	N	N	89.103	136.557	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
Temp	N	N	N	N	N	N	85.458	N	N	N	N	N	N	N	N	N	N	N	N	241.677	N	N	N	N	N	N	N	N	N	N	0	Unranked
cuberl	N	N	N	N	N	N	228.586	79.062	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
naturalorang3	N	N	N	N	N	N	73.966	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
RubyPiec	N	N	N	N	N	N	67.367	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
bazinga	N	N	N	N	N	N	64.256	N	N	N	N	N	N	N	70.58	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
Antonyme	N	N	N	N	N	N	N	62.143	69.806	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
lucasalfare	N	N	N	N	N	N	59.892	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
coldsun0630	N	N	N	N	N	N	58.682	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
SlapTheGoat	N	N	N	N	N	N	N	N	N	N	N	N	N	N	56.965	77.271	N	N	N	127.351	N	N	N	N	N	N	N	N	N	N	0	Unranked
yankee027	N	N	N	N	N	N	56.367	76.928	97.368	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
Seiga	N	N	N	N	N	N	49.008	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
royou	N	N	N	N	N	N	40.609	71.434	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
grapefruit95	N	N	N	N	N	N	36.218	56.34	67.617	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
cros107	N	N	N	N	N	N	36.104	48.192	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
IsaacLai	N	N	N	N	N	N	31.111	38.175	65.273	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
iliko	N	N	N	N	N	N	30.72	37.385	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
Taco2000	N	N	N	N	N	N	30.711	N	N	N	N	N	N	N	68.107	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
Isabella	N	N	N	N	N	N	27.616	N	N	N	N	N	N	N	51.111	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
un2t	N	N	N	N	N	N	27.542	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
alakes	N	N	N	N	N	N	27.375	N	N	N	N	N	N	N	89.084	N	N	N	N	N	N	N	N	208.746	274.11	N	N	N	N	N	0	Unranked
Dutchie	N	N	N	N	N	N	25.922	31.134	38.091	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
sam596	25.645	N	N	N	N	N	42.628	60.491	73.021	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
harry2000s	N	N	N	N	N	N	25.217	34.204	38.2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
JihadCubing	26.386	N	N	N	N	N	24.899	29.331	34.709	N	N	N	N	N	139.98	N	N	N	N	273.048	N	N	N	444.943	N	N	N	N	N	N	0	Unranked
RoyaltyPeen	N	N	N	N	N	N	24.542	35.052	39.245	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
Cyclops	N	N	N	N	N	N	23.158	34.095	37.275	N	N	N	N	N	66.968	106.74	N	N	N	161.001	N	N	N	N	N	N	537.365	N	N	917.294	0	Unranked
lukinhas1989	N	N	N	N	N	N	23.062	N	N	N	N	365.495	N	109.158	106.058	N	N	N	N	137.804	N	N	336.325	436.8	N	N	N	N	N	1589.804	0	Unranked
FakeMMAP	22.426	N	N	N	N	N	66.986	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
jiayan	N	N	N	N	N	N	21.978	31.278	33.554	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
vikcubetor	N	N	N	N	N	N	21.776	27.387	32.397	34.627	37.095	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
bestmove68	N	N	N	N	N	N	21.385	26.01	28.58	N	N	N	N	75.983	121.008	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
toiletclown	N	N	N	N	N	N	21.114	34.433	40.09	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
tomiy	N	N	N	N	N	N	20.471	27.325	31.463	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
SpaceDoge	N	N	N	N	N	N	20.376	32.922	33.76	N	N	N	N	N	130.744	N	N	N	N	320.655	N	N	N	N	N	N	N	N	N	N	0	Unranked
posaidon0802	N	N	N	N	N	N	19.896	24.137	28.794	N	N	N	N	N	103.488	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
Theguyontheside	N	N	N	N	N	N	19.791	23.532	25.017	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
Ashlee	N	N	N	N	N	N	18.768	24.405	28.444	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
Kura	N	N	N	N	N	N	17.08	23.346	24.888	34.02	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
mdipalma	N	N	N	N	N	N	16.559	22.127	25.812	29.371	30.0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
drewsky	N	N	N	N	N	N	16.544	21.397	23.484	35.696	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
slidygod123	N	N	N	N	N	N	15.416	N	N	N	N	N	N	39.55	69.896	N	N	N	124.087	414.435	N	N	N	N	N	N	N	N	N	N	0	Unranked
Rouxles	N	N	N	N	N	N	15.067	21.078	32.191	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
MrTux987	N	N	N	N	N	N	14.657	23.28	24.801	N	N	N	N	N	114.775	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
julinho56	N	N	N	N	N	N	13.271	22.647	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
Teeboo	9.585	N	N	N	N	N	22.281	46.268	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
Netamma	7.904	10.029	N	N	N	N	35.321	42.571	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
nbgbnb	6.86	9.018	N	N	N	N	18.433	23.887	26.004	29.197	N	N	N	N	96.792	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1670.539	0	Unranked
momodem	6.284	7.75	N	N	N	N	21.49	24.808	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
xEdox	6.244	6.539	9.876	N	N	N	15.711	23.138	26.041	N	N	N	N	N	67.209	N	N	N	N	147.063	N	N	N	281.119	N	N	N	N	N	792.461	0	Unranked
jupiterian	6.059	7.11	8.291	N	N	N	20.718	28.04	31.846	N	N	N	N	32.058	94.175	N	N	N	N	N	N	N	N	N	N	N	N	N	N	854.281	0	Unranked
Owczar	5.996	7.807	N	N	N	N	26.113	29.999	33.725	N	N	N	N	N	153.628	N	N	N	N	216.952	N	N	N	385.068	N	N	N	N	N	N	0	Unranked
berkmann18	5.85	7.317	8.046	8.519	N	N	19.799	24.342	26.181	31.854	32.348	N	N	32.791	74.876	91.142	N	N	N	141.804	155.407	N	N	279.007	N	N	N	N	N	N	0	Unranked
wumanqiu	5.682	7.777	9.076	9.477	N	N	16.791	27.284	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	Unranked
